x,y,object_id,global_id,location_name,location_details,location_hours,ssid,password_required,password_details,account_required,account_details,street1,street2,city,state,zip,web_site,amenities_restroom,amenities_seating,amenities_vending,amenities_details,public_notes,location_type,id
-80.006667076,40.456544218,22,6adecc06-b03e-4d52-ae47-4557b39331de,Carnegie Library of Pittsburgh - Allegheny,In building and on sidewalk,"24 hours/day, 7 days/week",CLP-Allegheny,No,,No,Requires click-through on captive portal to access,1230 Federal Street,,Pittsburgh,PA,15212,https://www.carnegielibrary.org/clp_location/allegheny/,yes,yes,no,Adjacent to Federal street restuarants and Allegheny Commons Park,,Institutional,CLP_Allegheny
-80.0277097219999,40.4070464810001,23,28feaf52-49f3-4c12-aaed-c42fc1f1cfc3,Carnegie Library of Pittsburgh - Beechview,In building and on sidewalk,"24 hours/day, 7 days/week",CLP-Beechview,No,,No,Requires click-through on captive portal to access,1910 Broadway Avenue,,Pittsburgh,PA,15216,https://www.carnegielibrary.org/clp_location/beechview/,yes,yes,no,adjacent to Belasco T stop,,Institutional,CLP_Beechview
-80.021396797,40.394401142,24,5e382f99-c41b-4837-aaad-b79cd4340a2b,Carnegie Library of Pittsburgh - Brookline,In building and on sidewalk,"24 hours/day, 7 days/week",CLP-Brookline,No,,No,Requires click-through on captive portal to access,708 Brookline Boulevard,,Pittsburgh,PA,15226,https://www.carnegielibrary.org/clp_location/brookline,yes,yes,no,located in Brookline business district,,Institutional,CLP_Brookline
-79.98754717,40.397006377,25,665e443b-3348-4d93-8a42-0bf860ee61f0,Carnegie Library of Pittsburgh - Carrick,In building and on sidewalk,"24 hours/day, 7 days/week",CLP-Carrick,No,,No,Requires click-through on captive portal to access,1811 Brownsville Road,,Pittsburgh,PA,15210,https://www.carnegielibrary.org/clp_location/carrick,yes,yes,no,street parking available,,Institutional,CLP_Carrick
-79.926536517,40.4609383050001,27,f01d16aa-3717-4f3c-bf6a-81b507c167e6,Carnegie Library of Pittsburgh - East Liberty,In building and on sidewalk,"24 hours/day, 7 days/week",CLP-East Liberty,No,,No,Requires click-through on captive portal to access,130 S. Whitfield Street,,Pittsburgh,PA,15206,https://www.carnegielibrary.org/clp_location/east-liberty,yes,yes,no,Parking lot behind library on Beatty Street,,Institutional,CLP_East_Liberty
-79.9438978219999,40.4082333640001,28,e9acd4e7-46b0-40a5-a629-f83b06f3731d,Carnegie Library of Pittsburgh - Hazelwood,In building and on sidewalk,"24 hours/day, 7 days/week",CLP-Hazelwood,No,,No,Requires click-through on captive portal to access,5006 Second Avenue,,Pittsburgh,PA,15207,https://www.carnegielibrary.org/clp_location/hazelwood,yes,yes,no,Free parking adjacent to building,,Institutional,CLP_Hazelwood
-79.9766679529999,40.445459611,29,2928c7b6-1c36-4bf6-852c-00f89c70a3d5,Carnegie Library of Pittsburgh - Hill District,In building and on sidewalk,"24 hours/day, 7 days/week",CLP-Hill District,No,,No,Requires click-through on captive portal to access,2177 Centre Avenue,,Pittsburgh,PA,15219,https://www.carnegielibrary.org/clp_location/hill-district,yes,yes,no,Free parking on street,,Institutional,CLP_Hill_District
-79.8991792269999,40.4552951900001,30,5948f0a3-48d1-42c3-980d-512f53fb962c,Carnegie Library of Pittsburgh - Homewood,In building and on sidewalk,"24 hours/day, 7 days/week",CLP-Homewood,No,,No,Requires click-through on captive portal to access,7101 Hamilton,,Pittsburgh,PA,15208,https://www.carnegielibrary.org/clp_location/homewood,yes,yes,no,Free parking on street,,Institutional,CLP_Homewood
-79.989125545,40.4132446630001,31,d6c70c9f-bba5-4dc3-a90c-989c22936445,Carnegie Library of Pittsburgh - Knoxville,In building and on sidewalk,"24 hours/day, 7 days/week",CLP-Knoxville,No,,No,Requires click-through on captive portal to access,400 Brownsville Road,,Pittsburgh,PA,15210,https://www.carnegielibrary.org/clp_location/knoxville,yes,yes,no,,,Institutional,CLP_Knoxville
-79.959089996,40.4676002790001,32,05751965-8d75-4ee2-a0b0-a877791d8a32,Carnegie Library of Pittsburgh - Lawrenceville,In building and on sidewalk,"24 hours/day, 7 days/week",CLP-Lawrenceville,No,,No,Requires click-through on captive portal to access,279 Fisk Street,,Pittsburgh,PA,15201,https://www.carnegielibrary.org/clp_location/lawrenceville,yes,yes,no,,,Institutional,CLP_Lawrenceville
-79.949173891,40.4538187850001,33,73bebab3-8959-4866-a512-504eacd00366,Carnegie Library of Pittsburgh - Library for the Blind and Physically Handicapped,In building and on sidewalk,"24 hours/day, 7 days/week",CLP-LBPH,No,,No,Requires click-through on captive portal to access,4724 Baum Boulevard,,Pittsburgh,PA,15213,https://www.carnegielibrary.org/clp_location/library-for-the-blind-and-physically-handicapped,yes,yes,no,,,Institutional,CLP_LBPH
-79.94909877,40.4436984820001,34,39778eae-b824-417d-9b96-773ccaba0372,Carnegie Library of Pittsburgh - Main Library,In building and on surrounding green space,"24 hours/day, 7 days/week",CLP-Main,No,,No,Requires click-through on captive portal to access,4400 Forbes Avenue,,Pittsburgh,PA,15213,https://www.carnegielibrary.org/clp_location/main-oakland,yes,yes,no,"paid parking in museum lot, meters on the street",,Institutional,CLP_Main
-80.056553215,40.455193857,36,08e977f1-2c67-414a-bfb5-cfe9d1602c3b,Carnegie Library of Pittsburgh - Sheraden,In building and on sidewalk,"24 hours/day, 7 days/week",CLP-Sheraden,No,,No,Requires click-through on captive portal to access,720 Sherwood Avenue,,Pittsburgh,PA,15204,https://www.carnegielibrary.org/clp_location/sheraden,yes,yes,no,Free parking on street,,Institutional,CLP_Sheraden
-79.9742372279999,40.428718523,37,de575399-4e47-468a-a164-2ba973607969,Carnegie Library of Pittsburgh - South Side,In building and on lawn in front of building,"24 hours/day, 7 days/week",CLP-South Side,No,,No,Requires click-through on captive portal to access,2205 East Carson Street,,Pittsburgh,PA,15203,https://www.carnegielibrary.org/clp_location/south-side,yes,yes,no,East Carson & 22nd Street bus stop in front of building,,Institutional,CLP_South_Side
-79.922651112,40.4385519410001,38,0e78836d-6c4e-4284-a191-b60b51a36941,Carnegie Library of Pittsburgh - Squirrel Hill,In building and on sidewalk,"24 hours/day, 7 days/week",CLP-Squirrel Hill,No,,No,Requires click-through on captive portal to access,5801 Forbes Avenue,,Pittsburgh,PA,15217,https://www.carnegielibrary.org/clp_location/squirrel-hill,yes,yes,no,Located near Forbes & Murray bus stops,,Institutional,CLP_Squirrel_Hill
-80.0337493919999,40.4400913650001,39,63ef1f36-720b-435d-a90d-6c79eb48a126,Carnegie Library of Pittsburgh - West End,In building and on sidewalk,"24 hours/day, 7 days/week",CLP-West End,No,,No,Requires click-through on captive portal to access,47 Wabash Street,,Pittsburgh,PA,15220,https://www.carnegielibrary.org/clp_location/west-end,yes,yes,no,Free parking in front of building,,Institutional,CLP_West_End
-80.03019518,40.476234484,40,16af8fd4-7b59-4971-8e36-e7bf8ec48586,Carnegie Library of Pittsburgh - Woods Run,In building and on sidewalk,"24 hours/day, 7 days/week",CLP-Woods Run,No,,No,Requires click-through on captive portal to access,1201 Woods Run Avenue,,Pittsburgh,PA,15212,https://www.carnegielibrary.org/clp_location/woods-run,yes,yes,no,Parking lot adjacent to building,,Institutional,CLP_Woods_Run
-79.7284074398401,40.6205874144286,41,f8b50a05-0436-4447-b200-d9d28bf0b0a6,Community Library Of Allegheny Valley  ,,24/7,Harrison Library,no,,no,Requires click-through on captive portal to access,1522 Broadview Boulevard,,Natrona Heights,PA,15065,https://www.alleghenyvalleylibrary.org,,,,,,Institutional,ACLA_AlleghenyValley
-80.0857946514429,40.4068170694444,42,6b99315a-6384-403a-a036-471a980b9754,Andrew Carnegie Free Library  ,,24/7,AC Free Library,no,,no,Requires click-through on captive portal to access,300 Beechwood Avenue,,Carnegie ,PA,15106,https://www.carnegiecarnegie.org,,,,,,Institutional,ACLA_AndrewCarnegie
-80.0542987852446,40.4965261434839,43,f51632ba-fefe-4762-a018-fcbb509d0fc3,Andrew Bayne Memorial Library      ,,24/7,Andrew Bayne Library,no,,no,Requires click-through on captive portal to access,34 North Balph Avenue,,Pittsburgh,PA,15202,https://www.baynelibrary.org,,,,,,Institutional,ACLA_Bayne
-80.0266761892826,40.3380117739301,44,96db1807-c6f5-44f2-b75d-99054ab2a6b3,Bethel Park Public Library,,24/7,Bethel Park Library,no,,no,Requires click-through on captive portal to access,5100 West Library Avenue,,Bethel Park,PA,15102,https://www.bethelparklibrary.org,,,,,,Institutional,ACLA_BethelPark
-79.8654991637001,40.4018717605703,45,1b3737df-f3ea-477a-9023-747f510db506,Braddock Carnegie Library     ,,24/7,Braddock Library,no,,no,Requires click-through on captive portal to access,419 Library Street,,Braddock,PA,15104,https://braddockcarnegielibrary.org,,,,,,Institutional,ACLA_Braddock
-79.9750695585709,40.3749382477983,46,a2f80d7b-24b4-4066-bb51-e863ff16226e,Brentwood Library             ,,24/7,Brentwood Library,no,,no,Requires click-through on captive portal to access,3501 Brownsville Road,,Pittsburgh,PA,15227,https://www.brentwoodpubliclibrary.org,,,,,,Institutional,ACLA_Brentwood
-80.1117292633787,40.3561079597211,47,6fe26d37-2745-4597-9293-28d4c58bb0a1,Bridgeville Public Library    ,,24/7,Bridgeville Library,no,,no,Requires click-through on captive portal to access,505 McMillen Street,,Bridgeville,PA,15017,https://www.bridgevillelibrary.org,,,,,,Institutional,ACLA_Bridgeville
-79.8833816007383,40.2919519742481,48,f9f43454-4675-4dfa-ba78-880a3410d77c,Clairton Public Library       ,,24/7,Clairton Library,no,,no,Requires click-through on captive portal to access,616 Miller Avenue,,Clairton,PA,15025,https://www.clairtonlibrary.org,,,,,,Institutional,ACLA_Clairton
-79.8798220286922,40.5153850781841,49,761d2110-def3-4c3a-99ba-6fd40c11b618,Cooper-Siegel Community Library,,24/7,Cooper-Siegel Library,no,,no,Requires click-through on captive portal to access,403 Fox Chapel Road,,Pittsburgh,PA,15238,https://www.coopersiegelcommunitylibrary.org,,,,,,Institutional,ACLA_CooperSiegel
-80.1619362467581,40.5153775541128,50,c8c83c21-57ef-45f9-8088-5a7cc23c6299,Coraopolis Memorial Library   ,,24/7,Coraopolis Library,no,,no,Requires click-through on captive portal to access,601 School Street,,Coraopolis,PA,15108,https://www.coraopolislibrary.org,,,,,,Institutional,ACLA_Coraopolis
-80.0668173450236,40.4344739987286,51,cf704270-5628-4f8d-9c60-2d59a6d22578,Crafton Public Library        ,,24/7,Crafton Library,no,,no,Requires click-through on captive portal to access,140 Bradford Avenue,,Pittsburgh,PA,15205,https://www.craftonpubliclibrary.com,,,,,,Institutional,ACLA_Crafton
-80.0359822809216,40.3942065047334,52,aaf56fe6-597c-4d13-9beb-b939649d48a2,Dormont Public Library        ,,24/7,Dormont Library,no,,no,Requires click-through on captive portal to access,2950 West Liberty Avenue,,Pittsburgh,PA,15216,https://www.dormontlibrary.org,,,,,,Institutional,ACLA_Dormont
-79.8479338910803,40.3717757182344,53,b5b62487-5078-4f6a-82c2-fb319a43d2ac,Duquesne Branch of the Carnegie Library of McKeesport,,24/7,Duquesne Library,no,,no,Requires click-through on captive portal to access,300 Kennedy Avenue,,Duquesne,PA,15110,https://www.mckeesportlibrary.org,,,,,,Institutional,ACLA_Duquesne
-79.8404656366833,40.4176698363191,54,a99dc79e-6ee9-488d-932a-178afd2146f8,Forest Hills Branch of the C.C. Mellor Memorial Library,,24/7,Forest Hills Library,no,,no,Requires click-through on captive portal to access,4400 Greensburg Pike,,Pittsburgh,PA,15221,https://ccmellorlibrary.org/ccm-forest-hills,,,,,,Institutional,ACLA_ForestHills
-80.0470465514772,40.4187709881645,55,4151868f-c06a-444c-8076-3152504d5628,Green Tree Public Library     ,,24/7,Greentree Library,no,,no,Requires click-through on captive portal to access,10 West Manilla Avenue,,Pittsburgh,PA,15220,https://www.greentreelibrary.org,,,,,,Institutional,ACLA_GreenTree
-79.934794523412,40.5826020322333,56,8bf7d90d-96f4-470e-8f8d-5342d45b0b08,Hampton Community Library     ,,24/7,Hampton Library,no,,no,Requires click-through on captive portal to access,3101 McCully Road,,Allison Park,PA,15101,https://www.hamptoncommunitylibrary.org,,,,,,Institutional,ACLA_Hampton
-79.9029262485002,40.4070447690544,57,1a3459c5-367b-47ec-896a-1cf0b446dd86,Carnegie Library of Homestead ,,24/7,Homestead Public Library,no,,no,Requires click-through on captive portal to access,510 East 10th Avenue,,Munhall,PA,15120,https://carnegieofhomestead.com,,,,,,Institutional,ACLA_Homestead
-79.885736786254,40.467584986664,58,303c8fa9-e668-4528-88e6-90728e7e7935,Lincoln Park Satellite of the Penn Hills Library,,24/7,Lincoln Park Library,no,,no,Requires click-through on captive portal to access,7300 Ridgeview Avenue,,Pittsburgh,PA,15235,https://www.pennhillslibrary.org,,,,,,Institutional,ACLA_LincolnPark
-79.8551790017739,40.345306984529,59,e068a7e4-6d0a-4ac5-99d1-5b1c0778e929,Carnegie Library of McKeesport    ,,24/7,Mckeesport Library,no,,no,Requires click-through on captive portal to access,1507 Library Street,,McKeesport,PA,15132,https://www.mckeesportlibrary.org,,,,,,Institutional,ACLA_McKeesport
-80.0626062581044,40.4968285397197,60,bacd521e-cdc1-4bd6-95fe-18f8b64cc9a5,Avalon Public Library         ,,24/7,Avalon Library,no,,no,Requires click-through on captive portal to access,317 South Home Aveue,,Pittsburgh,PA,15202,https://www.avalonlibrary.org,,,,,,Institutional,ACLA_Avalon
-79.9715334088776,40.4788997336209,61,ebece821-5487-4799-a72c-1ac805611df2,Millvale Community Library,,24/7,Millvale Library Public wifi,no,,no,Requires click-through on captive portal to access,213 Grant Avenue,,Millvale,PA,15209,https://www.millvalelibrary.org,,,,,,Institutional,ACLA_Millvale
-79.7549798567816,40.429002475606,62,ae42bfbe-d758-456a-ad0a-368b7fce36a9,Monroeville Public Library    ,,24/7,MPLibrary Wireless,no,,no,Requires click-through on captive portal to access,4000 Gateway Campus Boulevard,,Monroeville,PA,15146,https://www.monroevillelibrary.org,,,,,,Institutional,ACLA_Monroeville
-80.0453242739417,40.3770201995933,63,c8cfb7a4-2e97-4c53-aac8-510dfe90ea81,Mt. Lebanon Public Library  ,,24/7,Mt Lebanon Library,no,,no,Requires click-through on captive portal to access,16 Castle Shannon Boulevard,,Pittsburgh,PA,15228,https://www.mtlebanonlibrary.org,,,,,,Institutional,ACLA_MtLebanon
-79.8850436055387,40.4323098617634,64,28c78256-a546-4c1d-8b1a-4b2e2cb0bf73,C C Mellor Memorial Library   ,,24/7,CC Mellor Library,no,,no,Requires click-through on captive portal to access,"1 Pennwood Avenue, #2",,Pittsburgh,PA,15218,https://www.ccmellorlibrary.org,,,,,,Institutional,ACLA_CCMellor
-80.0347195072051,40.5710541835234,65,3abe085c-1708-41db-9ad6-7376a2ece0c1,Northland Public Library      ,,24/7,Northland Public WiFi,no,,no,Requires click-through on captive portal to access,300 Cumberland Road,,Pittsburgh,PA,15237,https://www.northlandlibrary.org,,,,,,Institutional,ACLA_Northland
-79.8569754550282,40.4564101479276,66,3b21d219-19e7-4d0d-ac8e-591b76b8cdc2,Eastridge Branch of the Wilkinsburg Public Library,,24/7,Eastridge Public Library,no,,no,Requires click-through on captive portal to access,1900 Graham Blvd. Rear,,Pittsburgh,PA,15235,https://www.wilkinsburglibrary.org,,,,,,Institutional,ACLA_Eastridge
-79.817807719801,40.3809249769212,67,b00f60e5-88c2-44c7-b30b-04a7623c134c,North Versailles Public Library   ,,24/7,North Versailles Library,no,,no,Requires click-through on captive portal to access,1401 Greensburg Avenue,,North Versailles,PA,15137,https://www.northversailleslibrary.org,,,,,,Institutional,ACLA_NorthVersailles
-79.8417233988167,40.5220590453303,68,f5fef674-88de-4c9c-8ddc-b6eb6bf7d3e1,Oakmont Carnegie Library      ,,24/7,Oakmont Library,no,,no,Requires click-through on captive portal to access,700 Allegheny River Boulevard,,Oakmont,PA,15139,https://www.oakmontlibrary.org,,,,,,Institutional,ACLA_Oakmont
-79.8104340417434,40.4827696615482,69,2e95ff1a-a91b-4de4-9ce8-a531428ee207,Penn Hills Library,,24/7,Penn Hills Library,no,,no,Requires click-through on captive portal to access,1037 Stotler Road,,Pittsburgh,PA,15235,https://www.pennhillslibrary.org,,,,,,Institutional,ACLA_PennHills
-80.2017129031624,40.4970625358685,70,9ed6cf4d-a71f-4e85-8a61-a0df1f2a248b,Moon Township Public Library  ,,24/7,Moon Library,no,,no,Requires click-through on captive portal to access,"1700 Beaver Grade Road, #100",,Coraopolis,PA,15108,https://www.moonlibrary.org,,,,,,Institutional,ACLA_Moon
-79.9619997663339,40.3337521971664,71,46e39521-77f6-48a7-8a4c-fe7a4ebd55bd,Pleasant Hills Public Library ,,24/7,Pleasant Hills Public WiFi,no,,no,Requires click-through on captive portal to access,302 Old Clairton Road,,Pittsburgh,PA,15236,https://www.pleasanthillslibrary.org,,,,,,Institutional,ACLA_PleasantHills
-79.7539795803704,40.4878188934097,72,9dce0196-d16e-4bdc-901d-77491825c76d,Plum Borough Community Library          ,,24/7,Plum Library,no,,no,Requires click-through on captive portal to access,445 Center New Texas Road,,Pittsburgh,PA,15239,https://www.plumlibrary.org,,,,,,Institutional,ACLA_PlumBorough
-80.144158559773,40.4388039786305,73,ecb4d181-dac4-46a8-ba79-457e56d26ccc,Robinson Township Library,,24/7,Robinson Library,no,,no,Requires click-through on captive portal to access,1000 Church Hill Road,,Pittsburgh,PA,15205,https://www.robinsonlibrary.org,,,,,,Institutional,ACLA_Robinson
-80.0840212926378,40.3869794734452,74,3cb70022-79f1-4e6d-8209-96cc79715273,Scott Township Public Library,,24/7,Scott Library,no,,no,Requires click-through on captive portal to access,301 Lindsay Road,,Carnegie ,PA,15106,https://www.scottlibrary.org,,,,,,Institutional,ACLA_Scott
-80.1812910455481,40.5386887293014,75,fb39db4f-9bef-4e3b-ab4e-9c6479f698ec,Sewickley Public Library      ,,24/7,Sewickley Public Library,no,,no,Requires click-through on captive portal to access,500 Thorn Street,,Sewickley,PA,15143,https://www.sewickleylibrary.org,,,,,,Institutional,ACLA_Sewickley
-79.930211801615,40.4944564876544,76,c785a7d1-815c-4fcb-aaf0-7ab2769d598f,Sharpsburg Community Library of the Cooper-Siegel Community Library,,24/7,Sharpsburg Library,no,,no,Requires click-through on captive portal to access,1212 Main St,,Pittsburgh,PA,15215,https://www.coopersiegelcommunitylibrary.org/sharpsburg,,,,,,Institutional,ACLA_Sharpsburg
-79.9642596540665,40.5282969104196,77,b281da05-9f56-417b-beb7-e1402107f7df,Shaler North Hills Library    ,,24/7,Shaler Library,no,,no,Requires click-through on captive portal to access,1822 Mount Royal Boulevard,,Glenshaw,PA,15116,https://www.shalerlibrary.org,,,,,,Institutional,ACLA_SNHL
-80.1433363546739,40.3550590905252,78,c853ebce-ad8d-46b6-95e2-2f2dc18988cb,South Fayette Township Library     ,,24/7,South Fayette Library,no,,no,Requires click-through on captive portal to access,515 Millers Run Road,,Morgan,PA,15064,https://www.southfayettelibrary.org,,,,,,Institutional,ACLA_SouthFayette
-79.9962579422891,40.2918064863307,79,5aad687c-4829-43c7-b95f-dc8ae82b859b,South Park Township Library   ,,24/7,South Park Library,no,,no,Requires click-through on captive portal to access,2575 Brownsville Road,,South Park,PA,15129,https://www.southparklibrary.org,,,,,,Institutional,ACLA_SouthPark
-79.7783391868186,40.5423115848984,80,f0c1071c-60c8-4bd4-8e29-7721c5398932,Springdale Free Public Library,,24/7,Springdale Library,no,,no,Requires click-through on captive portal to access,331 School Street,,Springdale,PA,15144,https://www.springdalepubliclibrary.org,,,,,,Institutional,ACLA_Springdale
-80.058428396522,40.464981964668,81,3bc9a8ab-8831-423f-a286-64a7ec5c60bc,F.O.R. Sto-Rox Library        ,,24/7,Sto Rox Library,no,,no,Requires click-through on captive portal to access,420 Chartiers Avenue,,McKees Rocks,PA,15136,https://www.forstorox.org,,,,,,Institutional,ACLA_StoRox
-79.8911703038201,40.4225469695655,82,879372ac-d05c-4b32-9b15-11e30cc5bd00,Carnegie Free Library of Swissvale  ,,24/7,Swissvale Library,no,,no,Requires click-through on captive portal to access,1800 Monongahela Avenue,,Pittsburgh,PA,15218,https://www.swissvalelibrary.org,,,,,,Institutional,ACLA_Swissvale
-80.0717896550743,40.3333268687529,83,a1fca4db-605b-49fa-995d-efe19381f1a3,Upper St. Clair Township Library,,24/7,Upper St. Clair Library,no,,no,Requires click-through on captive portal to access,1820 McLaughlin Run Road,,Pittsburgh,PA,15241,https://www.twpusc.org/library/library-home,,,,,,Institutional,ACLA_UpperStClair
-80.2333096445236,40.4366178881867,84,cc851c2b-1b9f-447a-8c09-29792531d0bf,Western Allegheny Community  Library,,24/7,West Allegheny Public Library,no,,no,Requires click-through on captive portal to access,181 Bateman Road,,Oakdale,PA,15071,https://westernalleghenylibrary.org,,,,,,Institutional,ACLA_WesternAllegheny
-79.9799497937471,40.3510052197934,85,d0d8f783-9cdf-4e7a-bfc0-95da294e7102,Whitehall Public Library      ,,24/7,Whitehall Library,no,,no,Requires click-through on captive portal to access,100 Borough Park Drive,,Pittsburgh,PA,15236,https://www.whitehallpubliclibrary.org,,,,,,Institutional,ACLA_Whitehall
-79.885853743012,40.4433660318017,86,59511a7b-389d-4076-88f2-eb8c50a9f5b7,Wilkinsburg Public Library    ,,24/7,Wilkinsburg Public Library,no,,no,Requires click-through on captive portal to access,605 Ross Avenue,,Pittsburgh,PA,15221,https://www.wilkinsburglibrary.org,,,,,,Institutional,ACLA_Wilkinsburg
-80.0222626365647,40.3677814532339,87,72b8f7e1-110e-4404-9ca9-fb7fd82cc517,Community Library Of Castle Shannon,,24/7,Castle Shannon Library,no,,no,Requires click-through on captive portal to access,677 Myrtle Avenue,,Pittsburgh,PA,15234,https://www.castleshannonlibrary.org,,,,,,Institutional,ACLA_CastleShannon
-79.9298557961056,40.2975517212767,88,36124cf8-8d17-4f8d-a844-07befa90c191,Jefferson Hills Public Library,,24/7,Jefferson Hills Library,no,,no,Requires click-through on captive portal to access,925 Old Clairton Road,,Clairton,PA,15205,https://www.jeffersonhillslibrary.org,,,,,,Institutional,ACLA_JeffersonHills
-79.9523949828258,40.6416668991595,89,ecc27bcd-4f36-495c-8fd6-cc6dd0901eca,Northern Tier Regional Library,,24/7,Northern Tier Library,no,,no,Requires click-through on captive portal to access,4015 Dickey Road,,Gibsonia,PA,15044,https://www.northerntierlibrary.org,,,,,,Institutional,ACLA_NorthernTier
-79.9776931234189,40.3416653974971,90,7fba4df5-becb-40fb-b53e-152783b7f07e,Baldwin Borough Public Library,,24/7,Baldwin Library,no,,no,Requires click-through on captive portal to access,5230 Wolfe Drive,,Pittsburgh,PA,15227,https://www.baldwinborolibrary.org,,,,,,Institutional,ACLA_Baldwin
-79.8115214311436,40.3531721093174,91,a3ebbcb6-274d-49ab-8091-25a16e382692,White Oak Branch of the Carnegie Library of McKeesport,,24/7,Whiteoak Library,no,,no,Requires click-through on captive portal to access,169 Victoria Drive,,White Oak,PA,15131,https://www.mckeesportlibrary.org,,,,,,Institutional,ACLA_WhiteOak
